76	[0, 0, 0, 0, 21, 10, 0, 56, 64, 28, 32, 52, 23, 6, 39, 8, 27, 71, 24, 22, 56, 3, 35, 27, 17, 44, 28, 2, 50, 61, 33, 24, 50, 5, 3, 36, 30, 33, 44, 40, 39, 31, 16, 15, 49, 9, 38, 14, 1, 2, 53, 53, 38, 23, 61, 27, 17, 28, 34, 56, 8, 3, 3, 35, 7, 15, 3, 63, 50, 32, 41, 61, 55, 56, 57, 16, 15, 3, 0, 2, 10, 50, 34, 4, 21, 39, 12, 37, 40, 22, 17, 34, 28, 4, 37, 66, 49, 44, 14, 71, 56, 76]	[1, 2, 2, 3, 1, 3, 1, 2, 3, 3, 2, 1, 2, 1, 3, 1, 3, 3, 1, 3, 3, 1, 2, 2, 1, 3, 1, 3, 3, 3, 3, 1, 3, 2, 2, 3, 2, 3, 1, 1, 1, 2, 1, 3, 3, 2, 1, 3, 3, 3, 2, 1, 1, 2, 2, 3, 3, 2, 3, 3, 1, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 3, 2, 1, 1, 2, 3, 2, 2, 1, 2, 1, 3, 2, 1, 2, 1]
102	[0, 4, 0, 4, 0, 22, 61, 51, 84, 27, 72, 95, 68, 100, 2, 22, 33, 46, 67, 14, 6, 43, 14, 96, 7, 78, 7, 71, 7, 61, 30, 93, 46, 3, 4, 77, 23, 39, 77, 78, 20, 20, 50, 7, 25, 75, 25, 11, 23, 75, 5, 25, 86, 8, 28, 13, 66, 45, 79, 72, 22, 2, 49, 26, 22, 4, 49, 77, 65, 51, 2, 96, 64, 27, 9, 84, 41, 61, 9, 98, 77, 36, 72, 70, 59, 13, 26, 75, 10, 30, 45, 93, 66, 59, 34, 8, 13, 68, 14, 29, 101, 102]	[1, 3, 3, 3, 2, 2, 2, 1, 3, 1, 2, 3, 1, 1, 1, 3, 3, 2, 3, 3, 2, 1, 1, 1, 2, 2, 3, 3, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 3, 1, 1, 3, 2, 3, 2, 3, 1, 3, 2, 1, 1, 3, 3, 3, 3, 2, 3, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1]
81	[0, 10, 0, 4, 52, 0, 44, 8, 24, 20, 12, 4, 69, 31, 21, 20, 26, 60, 63, 54, 24, 70, 7, 52, 43, 27, 26, 33, 15, 34, 7, 38, 4, 60, 20, 71, 24, 73, 34, 2, 62, 30, 24, 46, 62, 21, 3, 24, 14, 6, 54, 21, 6, 11, 6, 52, 22, 4, 52, 29, 4, 28, 14, 14, 72, 12, 15, 20, 20, 4, 39, 17, 28, 22, 8, 19, 25, 0, 52, 11, 22, 48, 69, 55, 8, 62, 14, 38, 48, 9, 3, 13, 52, 29, 62, 12, 3, 37, 72, 73, 79, 81]	[1, 2, 1, 3, 3, 3, 3, 3, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 2, 3, 3, 3, 3, 1, 3, 2, 2, 1, 2, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 2, 3, 2, 3, 3, 1, 1, 3, 2, 1, 1, 2, 2, 1, 1, 2, 2, 3, 2, 2, 1, 1, 1, 2, 1, 3, 1, 2, 2, 2, 2, 1, 1, 3, 3, 3, 3, 3, 1, 2, 1, 1, 3, 2, 3, 1, 2, 1, 3, 3, 2, 3, 1]
67	[0, 0, 30, 4, 0, 26, 13, 31, 19, 61, 27, 44, 54, 3, 29, 33, 5, 37, 7, 14, 13, 15, 18, 21, 6, 52, 31, 2, 54, 13, 14, 52, 43, 32, 43, 17, 18, 41, 13, 61, 43, 35, 52, 7, 10, 19, 41, 38, 10, 47, 36, 18, 21, 2, 10, 44, 1, 21, 44, 40, 56, 56, 27, 27, 50, 11, 31, 31, 34, 56, 21, 26, 31, 21, 14, 40, 41, 62, 49, 49, 35, 49, 6, 56, 9, 27, 22, 3, 51, 29, 8, 3, 44, 42, 46, 56, 34, 21, 12, 65, 64, 67]	[1, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 1, 3, 1, 3, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2, 1, 3, 3, 2, 2, 2, 2, 2, 1, 1, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 2, 3, 3, 2, 1, 1, 2, 2, 1, 3, 3, 3, 1, 1, 3, 2, 2, 3, 1, 3, 3, 2, 2, 1, 2, 3, 1, 1, 2, 2, 2, 3, 3, 2, 2, 2, 3, 1, 2, 3, 3, 1, 3, 2, 2, 3, 3, 1]
99	[0, 0, 0, 4, 23, 0, 13, 33, 32, 31, 48, 88, 24, 86, 46, 50, 29, 65, 88, 70, 54, 50, 21, 10, 48, 96, 50, 14, 48, 90, 38, 78, 15, 38, 42, 76, 43, 42, 16, 20, 38, 7, 82, 94, 75, 16, 53, 10, 41, 95, 43, 26, 8, 6, 39, 30, 3, 1, 53, 94, 49, 4, 87, 56, 13, 59, 21, 53, 69, 46, 29, 21, 59, 19, 7, 48, 73, 10, 17, 76, 40, 2, 33, 82, 53, 84, 1, 2, 14, 46, 42, 21, 14, 32, 30, 1, 49, 96, 98, 96, 98, 99]	[1, 2, 3, 2, 1, 3, 2, 1, 3, 2, 1, 1, 2, 1, 3, 2, 2, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 2, 3, 1, 1, 3, 1, 3, 1, 1, 1, 2, 3, 2, 3, 2, 2, 2, 1, 2, 1, 2, 2, 3, 1, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 3, 2, 1, 1, 3, 1, 1, 3, 3, 1, 1, 3, 3, 2, 3, 2, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 2, 3, 1, 2, 1]
81	[0, 0, 0, 29, 4, 0, 48, 10, 61, 41, 55, 7, 37, 19, 25, 10, 68, 9, 39, 76, 9, 33, 31, 72, 14, 48, 22, 34, 48, 13, 31, 2, 29, 4, 20, 54, 0, 2, 5, 69, 31, 36, 0, 23, 52, 25, 30, 70, 77, 25, 16, 27, 33, 23, 17, 55, 29, 15, 4, 72, 66, 6, 77, 13, 1, 9, 72, 55, 20, 70, 10, 11, 22, 30, 37, 46, 26, 29, 24, 63, 4, 13, 1, 15, 14, 51, 62, 14, 2, 23, 57, 5, 24, 27, 29, 11, 76, 79, 78, 57, 79, 81]	[1, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 1, 1, 2, 1, 2, 2, 3, 3, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 2, 1, 3, 1, 2, 3, 1, 1, 3, 2, 1, 1, 1, 3, 2, 1, 3, 3, 3, 2, 3, 3, 3, 2, 3, 1, 3, 1, 2, 3, 2, 2, 1, 2, 2, 2, 3, 2, 3, 2, 3, 1, 2, 2, 1, 2, 2, 1, 3, 3, 1, 3, 3, 3, 1, 1, 2, 3, 3, 1, 1, 2, 1, 1, 1]
90	[0, 0, 9, 15, 5, 0, 29, 56, 63, 54, 16, 6, 66, 44, 83, 65, 67, 21, 47, 51, 12, 3, 9, 67, 22, 70, 48, 47, 15, 32, 0, 73, 11, 52, 39, 46, 26, 65, 52, 55, 75, 30, 43, 21, 30, 11, 49, 39, 44, 41, 67, 43, 67, 80, 27, 27, 9, 17, 37, 14, 13, 83, 23, 39, 24, 73, 27, 7, 6, 27, 66, 69, 64, 31, 27, 1, 7, 27, 34, 20, 63, 21, 49, 61, 7, 11, 17, 31, 33, 25, 75, 33, 48, 23, 60, 78, 83, 28, 76, 11, 39, 90]	[1, 2, 3, 2, 1, 1, 2, 3, 2, 2, 3, 1, 1, 1, 1, 3, 2, 2, 2, 1, 2, 3, 1, 2, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 2, 3, 2, 3, 3, 3, 3, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 2, 2, 1, 1, 2, 3, 1, 1, 3, 2, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 1, 3, 2, 2, 1, 2, 1, 2, 3, 2, 2, 2, 3, 1, 2, 3, 3, 1]
104	[0, 94, 0, 5, 0, 35, 74, 27, 50, 11, 72, 23, 35, 5, 61, 76, 20, 20, 66, 91, 82, 6, 83, 20, 4, 55, 85, 97, 83, 89, 17, 3, 87, 74, 99, 68, 50, 42, 63, 81, 14, 89, 18, 5, 33, 64, 20, 12, 18, 94, 58, 17, 48, 85, 55, 55, 81, 92, 21, 30, 50, 85, 29, 26, 69, 93, 38, 25, 36, 40, 85, 36, 50, 40, 22, 10, 55, 85, 28, 5, 97, 23, 20, 13, 16, 87, 72, 11, 18, 94, 16, 30, 90, 0, 88, 18, 25, 100, 98, 96, 95, 104]	[1, 2, 1, 1, 1, 2, 3, 1, 2, 2, 3, 3, 1, 2, 2, 1, 2, 2, 3, 2, 1, 3, 2, 3, 1, 1, 2, 3, 3, 2, 3, 3, 2, 3, 1, 2, 2, 3, 3, 3, 3, 3, 1, 1, 2, 3, 1, 3, 2, 1, 3, 3, 2, 1, 1, 3, 3, 1, 1, 2, 3, 3, 3, 3, 1, 2, 1, 3, 3, 3, 3, 3, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 2, 2, 1, 2, 3, 3, 3, 2, 2, 1, 2, 3, 2, 2, 3, 1, 3, 3, 1]
65	[0, 37, 6, 0, 0, 0, 31, 44, 4, 56, 11, 19, 62, 11, 44, 47, 44, 6, 57, 59, 16, 42, 58, 36, 12, 11, 29, 27, 48, 57, 1, 55, 6, 31, 23, 50, 4, 46, 12, 42, 8, 37, 41, 61, 14, 44, 22, 44, 54, 16, 23, 53, 40, 56, 23, 53, 35, 25, 11, 6, 33, 39, 26, 56, 37, 11, 4, 24, 9, 31, 25, 16, 38, 12, 39, 61, 2, 15, 4, 26, 13, 27, 1, 34, 11, 35, 57, 24, 58, 19, 15, 36, 13, 55, 2, 18, 59, 64, 55, 64, 62, 65]	[1, 3, 2, 2, 1, 1, 3, 3, 3, 2, 3, 3, 3, 2, 1, 2, 3, 2, 3, 2, 3, 2, 3, 1, 2, 3, 2, 2, 1, 3, 3, 2, 2, 2, 3, 3, 1, 2, 1, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 1, 3, 2, 3, 3, 1, 2, 3, 1, 1, 3, 2, 3, 2, 2, 1, 3, 1, 3, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 3, 3, 2, 2, 2, 1]
77	[0, 0, 0, 0, 44, 9, 21, 64, 35, 27, 8, 48, 36, 48, 44, 10, 11, 58, 31, 10, 36, 12, 29, 27, 9, 42, 35, 63, 13, 28, 31, 8, 51, 0, 16, 27, 18, 0, 45, 72, 31, 36, 28, 18, 38, 29, 26, 29, 42, 24, 15, 51, 44, 61, 46, 44, 36, 41, 57, 49, 4, 65, 17, 9, 36, 18, 34, 22, 72, 42, 29, 39, 14, 31, 2, 18, 31, 27, 23, 6, 0, 3, 55, 31, 52, 70, 25, 13, 21, 2, 39, 17, 2, 31, 37, 11, 32, 55, 76, 73, 70, 77]	[1, 1, 3, 3, 3, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 2, 2, 3, 3, 1, 1, 3, 3, 2, 2, 2, 1, 3, 1, 2, 1, 3, 3, 2, 1, 1, 3, 2, 3, 2, 1, 3, 1, 1, 3, 3, 3, 3, 2, 1, 3, 3, 3, 2, 1, 1, 3, 3, 3, 1, 1, 2, 1, 3, 3, 1, 2, 3, 1, 3, 3, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 1, 3, 3, 1, 2, 3, 2, 3, 3, 2, 1]
82	[0, 0, 11, 0, 36, 59, 52, 8, 14, 11, 58, 13, 50, 60, 58, 74, 5, 27, 43, 29, 47, 38, 22, 57, 39, 14, 69, 43, 6, 54, 18, 22, 25, 51, 69, 28, 48, 8, 52, 34, 1, 40, 61, 34, 13, 25, 33, 36, 7, 1, 27, 26, 56, 34, 20, 44, 66, 13, 13, 15, 60, 28, 53, 17, 6, 69, 76, 33, 41, 4, 18, 62, 7, 49, 4, 24, 47, 53, 16, 53, 3, 58, 27, 6, 8, 75, 3, 66, 34, 43, 42, 25, 15, 53, 50, 19, 77, 75, 70, 37, 32, 82]	[1, 1, 2, 3, 1, 1, 2, 1, 2, 2, 3, 3, 3, 2, 1, 3, 3, 2, 1, 1, 2, 2, 3, 2, 3, 1, 2, 2, 1, 1, 3, 1, 2, 3, 1, 3, 3, 1, 1, 1, 3, 3, 2, 3, 1, 3, 2, 3, 3, 3, 1, 1, 1, 1, 2, 3, 3, 3, 1, 3, 2, 2, 3, 3, 2, 1, 3, 2, 1, 3, 2, 2, 1, 2, 3, 2, 3, 2, 2, 3, 1, 3, 3, 3, 3, 3, 2, 2, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 1, 2, 2, 1]
91	[0, 0, 0, 63, 0, 11, 54, 39, 42, 32, 55, 37, 31, 57, 75, 30, 24, 10, 67, 3, 73, 53, 48, 25, 72, 23, 19, 34, 75, 73, 9, 56, 13, 26, 34, 11, 30, 60, 13, 15, 40, 22, 82, 50, 36, 22, 30, 15, 36, 6, 69, 6, 77, 1, 24, 47, 9, 50, 34, 31, 16, 2, 57, 22, 6, 54, 85, 25, 52, 57, 42, 39, 40, 21, 46, 82, 71, 34, 87, 67, 31, 6, 10, 13, 85, 30, 69, 6, 20, 75, 74, 51, 9, 71, 53, 65, 50, 76, 89, 86, 85, 91]	[1, 3, 1, 1, 2, 2, 1, 3, 3, 2, 3, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 2, 2, 3, 3, 3, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 3, 2, 3, 2, 3, 3, 2, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 2, 2, 3, 3, 3, 2, 3, 2, 2, 1, 3, 3, 1, 3, 1, 3, 1, 2, 2, 3, 3, 2, 3, 3, 3, 2, 1, 2, 1]
